LabelID        Mean        StdD         Max         Min       Count     Vol(mm^3)        Extent(Vox)
    0    1038,76405   342,43731  4109,77979   -22,01935     1566771   1566771,000    128   128    96
    1    1081,69068   178,94049  2248,99219   769,95428        6093      6093,000     17    15    68
