LabelID        Mean        StdD         Max         Min       Count     Vol(mm^3)        Extent(Vox)
    0    1003,15432   401,78837  4235,18359   -23,85627     1583832   1583832,000    128   128    97
    1    1075,08254   192,99394  2101,49390   729,76807        5416      5416,000     16    14    96
