LabelID        Mean        StdD         Max         Min       Count     Vol(mm^3)        Extent(Vox)
    0     987,39199   404,08503  4552,61230   -27,50176     1566002   1566002,000    128   128    96
    1    1045,85006   167,65513  2210,81689   739,75983        6862      6862,000     18    16    68
