LabelID        Mean        StdD         Max         Min       Count     Vol(mm^3)        Extent(Vox)
    0     947,34396   376,09739  4617,46924   -28,13621     1616890   1616890,000    128   128    99
    1    1028,70418   174,39502  2119,82715   744,23737        5126      5126,000     15    15    98
