LabelID        Mean        StdD         Max         Min       Count     Vol(mm^3)        Extent(Vox)
    0    1075,70348   310,45446  4686,90625     0,00000     1681271   1681271,000    128   128   103
    1    1061,77236   157,37254  1958,15820   781,42944        6281      6281,000     20    16    65
