LabelID        Mean        StdD         Max         Min       Count     Vol(mm^3)        Extent(Vox)
    0    1025,61317   365,64466  4223,46191     0,00000     1697177   1697177,000    128   128   104
    1    1106,95990   176,82769  2214,94312   789,14166        6745      6745,000     17    15   103
    2    1094,80843    44,12514  1174,87585  1030,60071          14        14,000      3     2     3
