LabelID        Mean        StdD         Max         Min       Count     Vol(mm^3)        Extent(Vox)
    0     986,99210   382,35781  4567,39648    -5,20163     1568490   1568490,000    128   128    96
    1    1065,82233   186,86299  2450,27002   741,34351        4374      4374,000     14    13    57
