LabelID        Mean        StdD         Max         Min       Count     Vol(mm^3)        Extent(Vox)
    0     953,03543   366,86446  4628,85596     0,00000     1568313   1568313,000    128   128    96
    1    1077,34541   156,15174  1849,59167   746,31641        4551      4551,000     14    13    55
