LabelID        Mean        StdD         Max         Min       Count     Vol(mm^3)        Extent(Vox)
    0     973,73055   398,42732  4664,42188     0,00000     1567000   1567000,000    128   128    96
    1    1058,92160   180,55267  2118,89233   767,06409        5552      5552,000     15    13    68
    9    1505,52618   177,89740  1883,08057  1150,46228         312       312,000      9     6    15
